relpath	family	optype	label	topic	text
TOP/rgbtohsvTOP/example1	TOP	rgbtohsvTOP	RGB to HSV	rgb to hsv to rgb	rgbhsv TOP converts pixels so that the hue is in the red channel, the saturation is in the green channel, and the value (brightness) is in the blue channel. After converting to hsv,level_increase_saturation alters the g (saturation) channel via the Gamma parameter, where 0 saturation and 1 saturation remain unchanged, but all other values are cranked up toward 1. After converting to hsv, level_push_color alters r (hue) channel so the values are in a smaller range (.1 to .2). After converting to hsv level_quantize_hue_and_value quantizes hue and saturation by using the Step parameters. The Channel Mask parameter on the Common page quantizes in .25 steps the red (hue) and blue (brightness) channels. The last two examples show blurring of hue and saturation by masking blue or red channels. Note: All the above get converted from hsv to rgb.
TOP/rgbtohsvTOP/example2	TOP	rgbtohsvTOP	RGB to HSV	squeeze hue to limited range	This is a useful trick to squeeze the range of colors in an image down to a smaller range (artificial of course). Like all colors fit into the yellow-to-green range. Drag-drop the Movie File In TOPs to select1 to see what it does. Then to adjust the range, right-click on hueControls and select View... to get the panel in a floating window. Then adjust Hue Midpoint. Hue Divider needs to be an integer for this to work well. Hue Divider of 5 causes the hue range to be 1/5 the full color range, 8 reduces the range to 1/8, etc. The higher the number, the more single-color the result is. Another trick: hueControls is a set of parameters, and the UI of hueControls is defined with a Parameter COMP that is located inside hueControls, and exposed via the Operator Viewer parameter on hueControls (slight brain-twister).
TOP/screengrabTOP/example1	TOP	screengrabTOP	Screen Grab	color picker using screengrab	A Color Picker can be made using a Screengrab TOP that grabs a single pixel from anywhere on the desktop, even outside the TouchDesigner windows. Hold Shift key down and move your mouse anywhere. Inside, it use nettoyeur's findMouse component, which is also in the snippets for the Mouse In CHOP. Its cost is an Execute DAT that runs a tiny of amount of code every frame. Thanks to Harvey Moon for this, and Idzard for his findMouse component (see Mouse In CHOP Snippets).
TOP/scriptTOP/example1	TOP	scriptTOP	Script	create a texture	The script TOP's method .copyNumpyArray() takes as an argument a numpy array that holds all color information for the texture that is output for the TOP. The numpy array is defined by a size and type where size is specified in a list holding height, width and number of color channels. So for a 1280x720 pixel sized image with rgba color channels, the size would be [720, 1280, 4] The numpy arrays type can be of type uint8, uint16 or float32. It is important to watch out for the valuerange for colorvalues depending of the array type. uint8 has a value range of 0 to 255, uint16 has a value range of 0 to 65535 and float32 has a value range of 0 to 1. Especially when converting between array types this is something to keep in mind.
TOP/scriptTOP/example2	TOP	scriptTOP	Script	copy input and change colors	Every TOP's content can be converted to a numpy array by using the .numpyArray() Method. The returned numpy array can then be used as an argument to the Script TOP's .copyNumpyArray() to display it. It is important to understand that .numpyArray() returns in all cases a 32 bit float numpy array. If the Script TOP should hold a texture with a different pixel format, the numpy array will have to be converted first.
TOP/scriptTOP/example3	TOP	scriptTOP	Script	copy input delay change colors	Every TOP's content can be converted to a numpy array by using the .numpyArray() Method. By default this Method will download the texture on the same frame and with the download from GPU to CPU being a slow process, a performance impact can't be prevented. By specifying the optional argument 'delayed', the texture will only be ready on the next frame being downloaded in the background and as a result the performance impact is minimized. A problamatic issue is that the texture will not be ready the first time the method is called. For that reason a default numpy array of the same size as the copied texture should be created and used as a standin. The returned numpy array can then be used as an argument to the Script TOP's .copyNumpyArray() to display it. It is important to understand that .numpyArray() returns in all cases a 32 bit float numpy array. If the Script TOP should hold a texture with a different pixel format, the numpy array will have to be converted first.
TOP/scriptTOP/example4	TOP	scriptTOP	Script	openCV library - filter	
TOP/selectTOP/example1	TOP	selectTOP	Select	local select	Select TOPs allow you to select any TOP in any network. It is good practice to use a renamed Null TOP to capture adjustments/additional nodes you may add later.
TOP/selectTOP/example2	TOP	selectTOP	Select	select from anywhere	Select TOPs allow you to select any TOP in any network. It is good practice to use a renamed Null TOP to capture adjustments/additional nodes you may add later.
TOP/selectTOP/example3	TOP	selectTOP	Select	multi-select expression	Select TOPs allow you to select any TOP in any network. It is good practice to use a renamed Null TOP to capture adjustments/additional nodes you may add later.
TOP/slopeTOP/example1	TOP	slopeTOP	Slope	horizontal rate of change	"""""""THe Slope TOP shows where the luminance in an image rises or falls relative to its neighboring pixel(s) (immediately left-right and below-above pixels). The Slope TOPs are set by default to put the horizontal rate of change in the red channel, and the vertical rate of change in the blue channel. The viewers of the Slope TOPs are set to """"""""Normalized Split"""""""" that puts each color channel in a separate box. The top-left represents the red channel. Where the rate of change is 0 (the source's solid white areas for example) the color is 50% grey (the Zero Point parameter is .5). Whiter in the Slope TOP's red channel means the luminance of the input is increasing left-to-right around that pixel. ramp1 is 4 sections - each is a rise or fall in RGB horizontally. Because the ramps are linear, slope3 is a solid color in each band. By default, where the slope is 0, a value of .5 is output in the pixel. (by default, pixels don't have negative values.) slope1 shows this. But in slope2, the Zero Point parameter is set to 0 so where the slope is 0, the color channel is set to 0. In this case the slopes have some negative values where the source color decreaes left-to-right, so the Pixel Format parameter on the Common page has to be a 16-bit or 32-bit float, which can represent negative values. slope4 is only looking at the red channel. topto1 shows that ramp1 is constantly rising or falling, which gove constant values in the topto2 red channel. PS: slope is """"""""rate of change"""""""" or """"""""derivative"""""""" in calculus."""""""
TOP/spectrumTOP/example1	TOP	spectrumTOP	Spectrum	to DFT spectrum and back	"""""""The Spectrum TOP does a """"""""Discrete Fourier Transform"""""""" on an image. It's based on the idea that any image can be represented as a bunch of horizontal sine waves superimposed, and a bunch of vertical waves superimposed. First you have to apply spectrum on the /separated color channels: spectrum1, 2, 3 choose the red, green and blue channels of moviefilein1. These Spectrum TOPs output the same resolution as their input, but only output 2 color channels (red and green, 32 bit floats) which represent waves' amplitude (in red) and phase (in green). spectrum1_inverse, 2 and 3 do the inverse. They take the spectrum images and convert them back to the original image in reorder1. Unbypass circle2. Look closely at it - it preserves only the pixels near the center of the image. It makes spectrum3 a bit blurrier, but surprisingly most of the image is intact and circle2 just takes away the high-frequency parts of the red color channel."""""""
